name,mature,platform,file,sequence,vol_min,vol_max,dist_min,dist_max,limit_count,limit_type,entity_limit_count,entity_limit_type,bus,volume_min_falloff_curve,volumefalloffcurve,reverb_send,dist_reverb_max,reverb_min_falloff_curve,reverb_falloff_curve,randomize_type,pitch_min,pitch_max,spatialized,type,probability,loop,masterslave,loadspec,subtitle,compression,secondaryaliasname,chainaliasname,startdelay,speakermap,lfe percentage,center percentage,envelop_min,envelop_max,envelop percentage,occlusion_level,occlusion_wet_dry,real_delay,distance_lpf,move_type,move_time,min_priority,max_priority,min_priority_threshold,max_priority_threshold
step_sprint_plr_plaster,,,SFX/Character/Footsteps/conc_run_##,,0.25,0.35,50,1000,,,,,character,,curve1,0.7,,,,,0.85,1.05,2d,,,,,all_sp all_mp,,,gear_sprint_player,,,,,,,,,,,,,,,80,80,0.25,1
step_sprint_plr_rock,,,SFX/Character/Footsteps/conc_run_##,,0.25,0.35,50,1000,,,,,character,,curve1,0.7,,,,,0.85,1.05,2d,,,,,all_sp all_mp,,,gear_sprint_player,,,,,,,,,,,,,,,80,80,0.25,1
step_sprint_plr_sand,,,SFX/Character/Footsteps/dirt_run_##,,0.25,0.35,50,1000,,,,,character,,curve1,0.7,,,,,0.85,1.05,2d,,,,,all_sp all_mp,,,gear_sprint_player,,,,,,,,,,,,,,,80,80,0.25,1
#step_sprint_plr_snow,,,SFX/Character/Footsteps/snow_sprt_##,,0.25,0.35,50,1000,,,,,character,,curve1,0.7,,,,,0.85,1.05,2d,,,,,all_sp,,,gear_sprint_player,,,,,,,,,,,,,,,80,80,0.25,1
step_sprint_plr_water,,,SFX/Character/Footsteps/water_walk_##,,0.25,0.35,50,1000,,,,,character,,curve1,0.7,,,,,0.85,1.05,2d,,,,,!nazi_zombie_sumpf,,,gear_sprint_player,,,,,,,,,,,,,,,80,80,0.25,1
step_sprint_plr_wood,,,SFX/Character/Footsteps/wood_run_##,,0.25,0.35,50,1000,,,,,character,,curve1,0.7,,,,,0.85,1.05,2d,,,,,all_sp all_mp,,,gear_sprint_player,,,,,,,,,,,,,,,80,80,0.25,1
step_sprint_plr_asphault,,,SFX/Character/Footsteps/conc_run_##,,0.25,0.35,50,1000,,,,,character,,curve1,0.7,,,,,0.85,1.05,2d,,,,,all_sp all_mp,,,gear_sprint_player,,,,,,,,,,,,,,,80,80,0.25,1
step_sprint_plr_asphalt,,,SFX/Character/Footsteps/conc_run_##,,0.25,0.35,50,1000,,,,,character,,curve1,0.7,,,,,0.85,1.05,2d,,,,,all_sp all_mp,,,gear_sprint_player,,,,,,,,,,,,,,,80,80,0.25,1
step_sprint_plr_ceramic,,,SFX/Character/Footsteps/conc_run_##,,0.25,0.35,50,1000,,,,,character,,curve1,0.7,,,,,0.85,1.05,2d,,,,,all_sp all_mp,,,gear_sprint_player,,,,,,,,,,,,,,,80,80,0.25,1
step_sprint_plr_plastic,,,SFX/Character/Footsteps/conc_run_##,,0.25,0.35,50,1000,,,,,character,,curve1,0.7,,,,,0.85,1.05,2d,,,,,all_sp all_mp,,,gear_sprint_player,,,,,,,,,,,,,,,80,80,0.25,1
step_sprint_plr_rubber,,,SFX/Character/Footsteps/conc_run_##,,0.25,0.35,50,1000,,,,,character,,curve1,0.7,,,,,0.85,1.05,2d,,,,,all_sp all_mp,,,gear_sprint_player,,,,,,,,,,,,,,,80,80,0.25,1
step_sprint_plr_cushion,,,SFX/Character/Footsteps/dirt_run_##,,0.25,0.35,50,1000,,,,,character,,curve1,0.7,,,,,0.85,1.05,2d,,,,,all_sp all_mp,,,gear_sprint_player,,,,,,,,,,,,,,,80,80,0.25,1
step_sprint_plr_fruit,,,SFX/Character/Footsteps/dirt_run_##,,0.25,0.35,50,1000,,,,,character,,curve1,0.7,,,,,0.85,1.05,2d,,,,,all_sp all_mp,,,gear_sprint_player,,,,,,,,,,,,,,,80,80,0.25,1
step_sprint_plr_paintedmetal,,,SFX/Character/Footsteps/dirt_run_##,,0.25,0.35,50,1000,,,,,character,,curve1,0.7,,,,,0.85,1.05,2d,,,,,all_sp all_mp,,,gear_sprint_player,,,,,,,,,,,,,,,80,80,0.25,1
#MP ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
step_sprint_plr_carpet,,,SFX/Character/Footsteps/conc_run_##,,0.25,0.35,50,1000,,,,,character,,curve1,,,,,,0.85,1.05,2d,,,,,all_mp,,,gear_sprint_player,,,,,,,,,,,,,,,80,80,0.25,1
step_sprint_plr_cloth,,,SFX/Character/Footsteps/conc_run_##,,0.25,0.35,50,1000,,,,,character,,curve1,,,,,,0.85,1.05,2d,,,,,all_mp,,,gear_sprint_player,,,,,,,,,,,,,,,80,80,0.25,1
# Sprint 3rd Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
step_sprint_default,,,SFX/Character/Footsteps/dirt_run_##,,0.2,0.3,10,850,10,reject,,,character,,curve1,0.7,,,,,0.85,1.05,3d,,,,,all_sp,,,gear_sprint,,,,,,,,,,,,,,,5,70,0.4,1
step_sprint_bark,,,SFX/Character/Footsteps/wood_run_##,,0.2,0.3,10,850,10,reject,,,character,,curve1,0.7,,,,,0.85,1.05,3d,,,,,all_sp,,,gear_sprint,,,,,,,,,,,,,,,5,70,0.4,1
step_sprint_brick,,,SFX/Character/Footsteps/conc_run_##,,0.2,0.3,10,850,10,reject,,,character,,curve1,0.7,,,,,0.85,1.05,3d,,,,,all_sp,,,gear_sprint,,,,,,,,,,,,,,,5,70,0.4,1
step_sprint_carpet,,,SFX/Character/Footsteps/snow_sprt_##,,0.2,0.3,10,850,10,reject,,,character,,curve1,0.7,,,,,0.85,1.05,3d,,,,,all_sp,,,gear_sprint,,,,,,,,,,,,,,,5,70,0.4,1
step_sprint_cloth,,,SFX/Character/Footsteps/snow_sprt_##,,0.2,0.3,10,850,10,reject,,,character,,curve1,0.7,,,,,0.85,1.05,3d,,,,,all_sp,,,gear_sprint,,,,,,,,,,,,,,,5,70,0.4,1
step_sprint_concrete,,,SFX/Character/Footsteps/conc_run_##,,0.2,0.3,10,850,10,reject,,,character,,curve1,0.7,,,,,0.85,1.05,3d,,,,,all_sp,,,gear_sprint,,,,,,,,,,,,,,,5,70,0.4,1
step_sprint_dirt,,,SFX/Character/Footsteps/dirt_run_##,,0.2,0.3,10,850,10,reject,,,character,,curve1,0.7,,,,,0.85,1.05,3d,,,,,all_sp,,,gear_sprint,,,,,,,,,,,,,,,5,70,0.4,1
step_sprint_flesh,,,null.wav,,0.2,0.3,10,850,10,reject,,,character,,curve1,0.7,,,,,0.85,1.05,3d,,,,,all_sp,,,gear_sprint,,,,,,,,,,,,,,,5,70,0.4,1
step_sprint_foliage,,,SFX/Character/Footsteps/grass_run_##,,0.2,0.3,10,850,10,reject,,,character,,curve1,0.7,,,,,0.85,1.05,3d,,,,,all_sp,,,gear_sprint,,,,,,,,,,,,,,,5,70,0.4,1
step_sprint_glass,,,SFX/Character/Footsteps/grass_run_##,,0.2,0.3,10,850,10,reject,,,character,,curve1,0.7,,,,,0.85,1.05,3d,,,,,all_sp,,,gear_sprint,,,,,,,,,,,,,,,5,70,0.4,1
step_sprint_grass,,,SFX/Character/Footsteps/grass_run_##,,0.2,0.3,10,850,10,reject,,,character,,curve1,0.7,,,,,0.85,1.05,3d,,,,,all_sp,,,gear_sprint,,,,,,,,,,,,,,,5,70,0.4,1
step_sprint_gravel,,,SFX/Character/Footsteps/gravel_run_##,,0.2,0.3,10,850,10,reject,,,character,,curve1,0.7,,,,,0.85,1.05,3d,,,,,all_sp,,,gear_sprint,,,,,,,,,,,,,,,5,70,0.4,1
#step_sprint_ice,,,SFX/Character/Footsteps/snow_sprt_##,,0.2,0.3,10,850,10,reject,,,character,,curve1,0.7,,,,,0.85,1.05,3d,,,,,all_sp,,,gear_sprint,,,,,,,,,,,,,,,5,70,0.4,1
step_sprint_metal,,,SFX/Character/Footsteps/metal_run_##,,0.2,0.3,10,850,10,reject,,,character,,curve1,0.7,,,,,0.7,0.85,3d,,,,,all_sp,,,gear_sprint,,,,,,,,,,,,,,,5,70,0.4,1
step_sprint_mud,,,SFX/Character/Footsteps/mud_walk_##,,0.2,0.3,10,850,10,reject,,,character,,curve1,0.7,,,,,0.85,1.05,3d,,,,,all_sp,,,gear_sprint,,,,,,,,,,,,,,,5,70,0.4,1
step_sprint_paper,,,SFX/Character/Footsteps/conc_run_##,,0.2,0.3,10,850,10,reject,,,character,,curve1,0.7,,,,,0.85,1.05,3d,,,,,all_sp,,,gear_sprint,,,,,,,,,,,,,,,5,70,0.4,1
step_sprint_plaster,,,SFX/Character/Footsteps/conc_run_##,,0.2,0.3,10,850,10,reject,,,character,,curve1,0.7,,,,,0.85,1.05,3d,,,,,all_sp,,,gear_sprint,,,,,,,,,,,,,,,5,70,0.4,1
step_sprint_rock,,,SFX/Character/Footsteps/conc_run_##,,0.2,0.3,10,850,10,reject,,,character,,curve1,0.7,,,,,0.85,1.05,3d,,,,,all_sp,,,gear_sprint,,,,,,,,,,,,,,,5,70,0.4,1
step_sprint_sand,,,SFX/Character/Footsteps/dirt_run_##,,0.2,0.3,10,850,10,reject,,,character,,curve1,0.7,,,,,0.85,1.05,3d,,,,,all_sp,,,gear_sprint,,,,,,,,,,,,,,,5,70,0.4,1
#step_sprint_snow,,,SFX/Character/Footsteps/snow_sprt_##,,0.2,0.3,10,850,10,reject,,,character,,curve1,0.7,,,,,0.85,1.05,3d,,,,,all_sp,,,gear_sprint,,,,,,,,,,,,,,,5,70,0.4,1
step_sprint_water,,,SFX/Character/Footsteps/water_walk_##,,0.2,0.3,10,850,10,reject,,,character,,curve1,0.7,,,,,0.85,1.05,3d,,,,,all_sp,,,gear_sprint,,,,,,,,,,,,,,,5,70,0.4,1
step_sprint_wood,,,SFX/Character/Footsteps/wood_run_##,,0.2,0.3,10,850,10,reject,,,character,,curve1,0.7,,,,,0.85,1.05,3d,,,,,all_sp,,,gear_sprint,,,,,,,,,,,,,,,5,70,0.4,1
step_sprint_asphault,,,SFX/Character/Footsteps/conc_run_##,,0.2,0.3,10,850,10,reject,,,character,,curve1,0.7,,,,,0.85,1.05,3d,,,,,all_sp,,,gear_sprint,,,,,,,,,,,,,,,5,70,0.4,1
step_sprint_asphalt,,,SFX/Character/Footsteps/conc_run_##,,0.2,0.3,10,850,10,reject,,,character,,curve1,0.7,,,,,0.85,1.05,3d,,,,,all_sp,,,gear_sprint,,,,,,,,,,,,,,,5,70,0.4,1
step_sprint_ceramic,,,SFX/Character/Footsteps/conc_run_##,,0.2,0.3,10,850,10,reject,,,character,,curve1,0.7,,,,,0.85,1.05,3d,,,,,all_sp,,,gear_sprint,,,,,,,,,,,,,,,5,70,0.4,1
step_sprint_plastic,,,SFX/Character/Footsteps/conc_run_##,,0.2,0.3,10,850,10,reject,,,character,,curve1,0.7,,,,,0.85,1.05,3d,,,,,all_sp,,,gear_sprint,,,,,,,,,,,,,,,5,70,0.4,1
step_sprint_rubber,,,SFX/Character/Footsteps/conc_run_##,,0.2,0.3,10,850,10,reject,,,character,,curve1,0.7,,,,,0.85,1.05,3d,,,,,all_sp,,,gear_sprint,,,,,,,,,,,,,,,5,70,0.4,1
step_sprint_cushion,,,SFX/Character/Footsteps/dirt_run_##,,0.2,0.3,10,850,10,reject,,,character,,curve1,0.7,,,,,0.85,1.05,3d,,,,,all_sp,,,gear_sprint,,,,,,,,,,,,,,,5,70,0.4,1
step_sprint_fruit,,,SFX/Character/Footsteps/dirt_run_##,,0.2,0.3,10,850,10,reject,,,character,,curve1,0.7,,,,,0.85,1.05,3d,,,,,all_sp,,,gear_sprint,,,,,,,,,,,,,,,5,70,0.4,1
step_sprint_paintedmetal,,,SFX/Character/Footsteps/dirt_run_##,,0.2,0.3,10,850,10,reject,,,character,,curve1,0.7,,,,,0.85,1.05,3d,,,,,all_sp,,,gear_sprint,,,,,,,,,,,,,,,5,70,0.4,1
#MP ONLY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
step_sprint_carpet,,,SFX/Character/Footsteps/conc_run_##,,0.2,0.3,10,850,10,reject,,,character,,curve1,0.5,,,,,0.85,1.05,3d,,,,,all_mp,,,gear_sprint,,,,,,,,,,,,,,,5,70,0.4,1
step_sprint_cloth,,,SFX/Character/Footsteps/conc_run_##,,0.2,0.3,10,850,10,reject,,,character,,curve1,0.5,,,,,0.85,1.05,3d,,,,,all_mp,,,gear_sprint,,,,,,,,,,,,,,,5,70,0.4,1
# Sprint 3rd Person MP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
step_sprint_default,,,SFX/Character/Footsteps/dirt_run_##,,0.5,0.7,500,1000,10,reject,,,character,,curve1,0.5,,,,,0.85,1.05,3d,,,,,all_mp,,,gear_sprint,,,,,,,,,,,,,,,5,70,0.4,1
step_sprint_bark,,,SFX/Character/Footsteps/wood_run_##,,0.5,0.7,500,1000,10,reject,,,character,,curve1,0.5,,,,,0.85,1.05,3d,,,,,all_mp,,,gear_sprint,,,,,,,,,,,,,,,5,70,0.4,1
step_sprint_brick,,,SFX/Character/Footsteps/conc_run_##,,0.5,0.7,500,1000,10,reject,,,character,,curve1,0.5,,,,,0.85,1.05,3d,,,,,all_mp,,,gear_sprint,,,,,,,,,,,,,,,5,70,0.4,1
step_sprint_concrete,,,SFX/Character/Footsteps/conc_run_##,,0.5,0.7,500,1000,10,reject,,,character,,curve1,0.5,,,,,0.85,1.05,3d,,,,,all_mp,,,gear_sprint,,,,,,,,,,,,,,,5,70,0.4,1
step_sprint_dirt,,,SFX/Character/Footsteps/dirt_run_##,,0.5,0.7,500,1000,10,reject,,,character,,curve1,0.5,,,,,0.85,1.05,3d,,,,,all_mp,,,gear_sprint,,,,,,,,,,,,,,,5,70,0.4,1
step_sprint_flesh,,,null.wav,,0.5,0.7,500,1000,10,reject,,,character,,curve1,0.5,,,,,0.85,1.05,3d,,,,,all_mp,,,gear_sprint,,,,,,,,,,,,,,,5,70,0.4,1
step_sprint_foliage,,,SFX/Character/Footsteps/grass_run_##,,0.5,0.7,500,1000,10,reject,,,character,,curve1,0.5,,,,,0.85,1.05,3d,,,,,all_mp,,,gear_sprint,,,,,,,,,,,,,,,5,70,0.4,1
step_sprint_glass,,,SFX/Character/Footsteps/grass_run_##,,0.5,0.7,500,1000,10,reject,,,character,,curve1,0.5,,,,,0.85,1.05,3d,,,,,all_mp,,,gear_sprint,,,,,,,,,,,,,,,5,70,0.4,1
step_sprint_grass,,,SFX/Character/Footsteps/grass_run_##,,0.5,0.7,500,1000,10,reject,,,character,,curve1,0.5,,,,,0.85,1.05,3d,,,,,all_mp,,,gear_sprint,,,,,,,,,,,,,,,5,70,0.4,1
step_sprint_gravel,,,SFX/Character/Footsteps/gravel_run_##,,0.5,0.7,500,1000,10,reject,,,character,,curve1,0.5,,,,,0.85,1.05,3d,,,,,all_mp,,,gear_sprint,,,,,,,,,,,,,,,5,70,0.4,1
#step_sprint_ice,,,SFX/Character/Footsteps/snow_sprt_##,,0.2,0.3,10,850,10,reject,,,character,,curve1,0.5,,,,,0.85,1.05,3d,,,,,all_sp,,,gear_sprint,,,,,,,,,,,,,,,5,70,0.4,1
step_sprint_metal,,,SFX/Character/Footsteps/metal_run_##,,0.5,0.7,500,1000,10,reject,,,character,,curve1,0.5,,,,,0.7,0.85,3d,,,,,all_mp,,,gear_sprint,,,,,,,,,,,,,,,5,70,0.4,1
step_sprint_mud,,,SFX/Character/Footsteps/mud_walk_##,,0.5,0.7,500,1000,10,reject,,,character,,curve1,0.5,,,,,0.85,1.05,3d,,,,,all_mp,,,gear_sprint,,,,,,,,,,,,,,,5,70,0.4,1
step_sprint_paper,,,SFX/Character/Footsteps/conc_run_##,,0.5,0.7,500,1000,10,reject,,,character,,curve1,0.5,,,,,0.85,1.05,3d,,,,,all_mp,,,gear_sprint,,,,,,,,,,,,,,,5,70,0.4,1
step_sprint_plaster,,,SFX/Character/Footsteps/conc_run_##,,0.5,0.7,500,1000,10,reject,,,character,,curve1,0.5,,,,,0.85,1.05,3d,,,,,all_mp,,,gear_sprint,,,,,,,,,,,,,,,5,70,0.4,1
step_sprint_rock,,,SFX/Character/Footsteps/conc_run_##,,0.5,0.7,500,1000,10,reject,,,character,,curve1,0.5,,,,,0.85,1.05,3d,,,,,all_mp,,,gear_sprint,,,,,,,,,,,,,,,5,70,0.4,1
step_sprint_sand,,,SFX/Character/Footsteps/dirt_run_##,,0.5,0.7,500,1000,10,reject,,,character,,curve1,0.5,,,,,0.85,1.05,3d,,,,,all_mp,,,gear_sprint,,,,,,,,,,,,,,,5,70,0.4,1
#step_sprint_snow,,,SFX/Character/Footsteps/snow_sprt_##,,0.2,0.3,10,850,10,reject,,,character,,curve1,0.5,,,,,0.85,1.05,3d,,,,,all_sp,,,gear_sprint,,,,,,,,,,,,,,,5,70,0.4,1
step_sprint_water,,,SFX/Character/Footsteps/water_walk_##,,0.5,0.7,500,1000,10,reject,,,character,,curve1,0.5,,,,,0.85,1.05,3d,,,,,all_mp,,,gear_sprint,,,,,,,,,,,,,,,5,70,0.4,1
step_sprint_wood,,,SFX/Character/Footsteps/wood_run_##,,0.5,0.7,500,1000,10,reject,,,character,,curve1,0.5,,,,,0.85,1.05,3d,,,,,all_mp,,,gear_sprint,,,,,,,,,,,,,,,5,70,0.4,1
step_sprint_asphault,,,SFX/Character/Footsteps/conc_run_##,,0.5,0.7,500,1000,10,reject,,,character,,curve1,0.5,,,,,0.85,1.05,3d,,,,,all_mp,,,gear_sprint,,,,,,,,,,,,,,,5,70,0.4,1
step_sprint_asphalt,,,SFX/Character/Footsteps/conc_run_##,,0.5,0.7,500,1000,10,reject,,,character,,curve1,0.5,,,,,0.85,1.05,3d,,,,,all_mp,,,gear_sprint,,,,,,,,,,,,,,,5,70,0.4,1
step_sprint_ceramic,,,SFX/Character/Footsteps/conc_run_##,,0.5,0.7,500,1000,10,reject,,,character,,curve1,0.5,,,,,0.85,1.05,3d,,,,,all_mp,,,gear_sprint,,,,,,,,,,,,,,,5,70,0.4,1
step_sprint_plastic,,,SFX/Character/Footsteps/conc_run_##,,0.5,0.7,500,1000,10,reject,,,character,,curve1,0.5,,,,,0.85,1.05,3d,,,,,all_mp,,,gear_sprint,,,,,,,,,,,,,,,5,70,0.4,1
step_sprint_rubber,,,SFX/Character/Footsteps/conc_run_##,,0.5,0.7,500,1000,10,reject,,,character,,curve1,0.5,,,,,0.85,1.05,3d,,,,,all_mp,,,gear_sprint,,,,,,,,,,,,,,,5,70,0.4,1
step_sprint_cushion,,,SFX/Character/Footsteps/dirt_run_##,,0.5,0.7,500,1000,10,reject,,,character,,curve1,0.5,,,,,0.85,1.05,3d,,,,,all_mp,,,gear_sprint,,,,,,,,,,,,,,,5,70,0.4,1
step_sprint_fruit,,,SFX/Character/Footsteps/dirt_run_##,,0.5,0.7,500,1000,10,reject,,,character,,curve1,0.5,,,,,0.85,1.05,3d,,,,,all_mp,,,gear_sprint,,,,,,,,,,,,,,,5,70,0.4,1
step_sprint_paintedmetal,,,SFX/Character/Footsteps/dirt_run_##,,0.5,0.7,500,1000,10,reject,,,character,,curve1,0.5,,,,,0.85,1.05,3d,,,,,all_mp,,,gear_sprint,,,,,,,,,,,,,,,5,70,0.4,1
# Foot scrape 1st Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step_scrape_plr_bark,,,null.wav,,0.1,0.2,60,120,,,,,character,,,,,,,,0.9,0.9,2d,,,,0.85,all_sp all_mp,,,,,,,,,,,,,,,,,,80,80,0.25,1
Step_scrape_plr_brick,,,null.wav,,0.1,0.2,60,120,,,,,character,,,,,,,,0.9,0.9,2d,,,,0.85,all_sp all_mp,,,,,,,,,,,,,,,,,,80,80,0.25,1
Step_scrape_plr_carpet,,,null.wav,,0.1,0.2,60,120,,,,,character,,,,,,,,0.9,0.9,2d,,,,0.85,all_sp all_mp,,,,,,,,,,,,,,,,,,80,80,0.25,1
Step_scrape_plr_cloth,,,null.wav,,0.1,0.2,60,120,,,,,character,,,,,,,,0.9,0.9,2d,,,,0.85,all_sp all_mp,,,,,,,,,,,,,,,,,,80,80,0.25,1
Step_scrape_plr_concrete,,,null.wav,,0.1,0.2,60,120,,,,,character,,,,,,,,0.9,0.9,2d,,,,0.85,all_sp all_mp,,,,,,,,,,,,,,,,,,80,80,0.25,1
Step_scrape_plr_dirt,,,null.wav,,0.1,0.2,60,120,,,,,character,,,,,,,,0.9,0.9,2d,,,,0.85,all_sp all_mp,,,,,,,,,,,,,,,,,,80,80,0.25,1
Step_scrape_plr_flesh,,,null.wav,,0.1,0.2,60,120,,,,,character,,,,,,,,0.9,0.9,2d,,,,0.85,all_sp all_mp,,,,,,,,,,,,,,,,,,80,80,0.25,1
Step_scrape_plr_foliage,,,null.wav,,0.1,0.2,60,120,,,,,character,,,,,,,,0.9,0.9,2d,,,,0.85,all_sp all_mp,,,,,,,,,,,,,,,,,,80,80,0.25,1
Step_scrape_plr_glass,,,null.wav,,0.1,0.2,60,120,,,,,character,,,,,,,,0.9,0.9,2d,,,,0.85,all_sp all_mp,,,,,,,,,,,,,,,,,,80,80,0.25,1
Step_scrape_plr_gravel,,,null.wav,,0.1,0.2,60,120,,,,,character,,,,,,,,0.9,0.9,2d,,,,0.85,all_sp all_mp,,,,,,,,,,,,,,,,,,80,80,0.25,1
Step_scrape_plr_ice,,,null.wav,,0.1,0.2,60,120,,,,,character,,,,,,,,0.9,0.9,2d,,,,0.85,all_sp all_mp,,,,,,,,,,,,,,,,,,80,80,0.25,1
Step_scrape_plr_metal,,,null.wav,,0.1,0.2,60,120,,,,,character,,,,,,,,0.9,0.9,2d,,,,0.85,all_sp all_mp,,,,,,,,,,,,,,,,,,80,80,0.25,1
Step_scrape_plr_mud,,,null.wav,,0.1,0.2,60,120,,,,,character,,,,,,,,0.9,0.9,2d,,,,0.85,all_sp all_mp,,,,,,,,,,,,,,,,,,80,80,0.25,1
Step_scrape_plr_paper,,,null.wav,,0.1,0.2,60,120,,,,,character,,,,,,,,0.9,0.9,2d,,,,0.85,all_sp all_mp,,,,,,,,,,,,,,,,,,80,80,0.25,1
Step_scrape_plr_plaster,,,null.wav,,0.1,0.2,60,120,,,,,character,,,,,,,,0.9,0.9,2d,,,,0.85,all_sp all_mp,,,,,,,,,,,,,,,,,,80,80,0.25,1
Step_scrape_plr_rock,,,null.wav,,0.1,0.2,60,120,,,,,character,,,,,,,,0.9,0.9,2d,,,,0.85,all_sp all_mp,,,,,,,,,,,,,,,,,,80,80,0.25,1
Step_scrape_plr_sand,,,null.wav,,0.1,0.2,60,120,,,,,character,,,,,,,,0.9,0.9,2d,,,,0.85,all_sp all_mp,,,,,,,,,,,,,,,,,,80,80,0.25,1
Step_scrape_plr_snow,,,null.wav,,0.1,0.2,60,120,,,,,character,,,,,,,,0.9,0.9,2d,,,,0.85,all_sp all_mp,,,,,,,,,,,,,,,,,,80,80,0.25,1
Step_scrape_plr_water,,,null.wav,,0.1,0.2,60,120,,,,,character,,,,,,,,0.9,0.9,2d,,,,0.85,all_sp all_mp,,,,,,,,,,,,,,,,,,80,80,0.25,1
Step_scrape_plr_wood,,,null.wav,,0.1,0.2,60,120,,,,,character,,,,,,,,0.9,0.9,2d,,,,0.85,all_sp all_mp,,,,,,,,,,,,,,,,,,80,80,0.25,1
Step_scrape_plr_grass,,,null.wav,,0.1,0.2,60,120,,,,,character,,,,,,,,0.9,0.9,2d,,,,0.85,all_sp all_mp,,,,,,,,,,,,,,,,,,80,80,0.25,1
Step_scrape_plr_asphault,,,null.wav,,0.1,0.2,60,120,,,,,character,,,,,,,,0.9,0.9,2d,,,,0.85,all_sp all_mp,,,,,,,,,,,,,,,,,,80,80,0.25,1
Step_scrape_plr_asphalt,,,null.wav,,0.1,0.2,60,120,,,,,character,,,,,,,,0.9,0.9,2d,,,,0.85,all_sp all_mp,,,,,,,,,,,,,,,,,,80,80,0.25,1
Step_scrape_plr_cushion,,,null.wav,,0.1,0.2,60,120,,,,,character,,,,,,,,0.9,0.9,2d,,,,0.85,all_sp all_mp,,,,,,,,,,,,,,,,,,80,80,0.25,1
Step_scrape_plr_fruit,,,null.wav,,0.1,0.2,60,120,,,,,character,,,,,,,,0.9,0.9,2d,,,,0.85,all_sp all_mp,,,,,,,,,,,,,,,,,,80,80,0.25,1
Step_scrape_plr_paintedmetal,,,null.wav,,0.1,0.2,60,120,,,,,character,,,,,,,,0.9,0.9,2d,,,,0.85,all_sp all_mp,,,,,,,,,,,,,,,,,,80,80,0.25,1
Step_scrape_plr_ceramic,,,null.wav,,0.1,0.2,60,120,,,,,character,,,,,,,,0.9,0.9,2d,,,,0.85,all_sp all_mp,,,,,,,,,,,,,,,,,,80,80,0.25,1
Step_scrape_plr_plastic,,,null.wav,,0.1,0.2,60,120,,,,,character,,,,,,,,0.9,0.9,2d,,,,0.85,all_sp all_mp,,,,,,,,,,,,,,,,,,80,80,0.25,1
Step_scrape_plr_rubber,,,null.wav,,0.1,0.2,60,120,,,,,character,,,,,,,,0.9,0.9,2d,,,,0.85,all_sp all_mp,,,,,,,,,,,,,,,,,,80,80,0.25,1
# Foot scrape 3rd Person,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Step_scrape_bark,,,null.wav,,0.15,0.25,60,120,10,reject,,,character,,,,,,,,0.9,0.9,3d,,,,0.85,all_sp all_mp,,,,,,,,,,,,,,,,,,5,70,0.4,1
Step_scrape_brick,,,null.wav,,0.15,0.25,60,120,10,reject,,,character,,,,,,,,0.9,0.9,3d,,,,0.85,all_sp all_mp,,,,,,,,,,,,,,,,,,5,70,0.4,1
Step_scrape_carpet,,,null.wav,,0.15,0.25,60,120,10,reject,,,character,,,,,,,,0.9,0.9,3d,,,,0.85,all_sp all_mp,,,,,,,,,,,,,,,,,,5,70,0.4,1
Step_scrape_cloth,,,null.wav,,0.15,0.25,60,120,10,reject,,,character,,,,,,,,0.9,0.9,3d,,,,0.85,all_sp all_mp,,,,,,,,,,,,,,,,,,5,70,0.4,1
Step_scrape_concrete,,,null.wav,,0.15,0.25,60,120,10,reject,,,character,,,,,,,,0.9,0.9,3d,,,,0.85,all_sp all_mp,,,,,,,,,,,,,,,,,,5,70,0.4,1
Step_scrape_dirt,,,null.wav,,0.15,0.25,60,120,10,reject,,,character,,,,,,,,0.9,0.9,3d,,,,0.85,all_sp all_mp,,,,,,,,,,,,,,,,,,5,70,0.4,1
Step_scrape_flesh,,,null.wav,,0.15,0.25,60,120,10,reject,,,character,,,,,,,,0.9,0.9,3d,,,,0.85,all_sp all_mp,,,,,,,,,,,,,,,,,,5,70,0.4,1
Step_scrape_foliage,,,null.wav,,0.15,0.25,60,120,10,reject,,,character,,,,,,,,0.9,0.9,3d,,,,0.85,all_sp all_mp,,,,,,,,,,,,,,,,,,5,70,0.4,1
Step_scrape_glass,,,null.wav,,0.15,0.25,60,120,10,reject,,,character,,,,,,,,0.9,0.9,3d,,,,0.85,all_sp all_mp,,,,,,,,,,,,,,,,,,5,70,0.4,1
Step_scrape_gravel,,,null.wav,,0.15,0.25,60,120,10,reject,,,character,,,,,,,,0.9,0.9,3d,,,,0.85,all_sp all_mp,,,,,,,,,,,,,,,,,,5,70,0.4,1
Step_scrape_ice,,,null.wav,,0.15,0.25,60,120,10,reject,,,character,,,,,,,,0.9,0.9,3d,,,,0.85,all_sp all_mp,,,,,,,,,,,,,,,,,,5,70,0.4,1
