name,platform,file,sequence,vol_min,vol_max,dist_min,dist_max,limit_count,limit_type,entity_limit_count,entity_limit_type,bus,volume_min_falloff_curve,volumefalloffcurve,reverb_send,dist_reverb_max,reverb_min_falloff_curve,reverb_falloff_curve,pitch_min,pitch_max,randomize_type,spatialized,type,probability,loop,masterslave,loadspec,subtitle,compression,secondaryaliasname,chainaliasname,startdelay,speakermap,lfe percentage,center percentage,envelop_min,envelop_max,envelop percentage,occlusion_level,occlusion_wet_dry,real_delay,distance_lpf,move_type,move_time,min_priority,max_priority,min_priority_threshold,max_priority_threshold,doppler,isbig
gr_ppsh_tap_plr,,SFX/Weapon/SMG/ppsh/foley/gr_ppsh_mag_tap.wav,,0.75,0.8,,,,,,,reload,,,,,,,0.95,1.05,,2d,,,,,see1 ber1 ber2 ber3 audio_test_tuey firing_range ber3b living_battlefield all_mp sniper,,,,,,,,0.5,,,,,,,,,,80,95,0.55,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
weap_ppsh_move_l,,SFX/Weapon/Rifle/M1_Carbine/Fire/ring/car_m_left.wav,,0.85,0.9,200,6000,3,oldest,,,decay,,curve5,,,,,0.98,1.02,,3d,,,,,see1 ber1 ber2 ber3 audio_test_tuey firing_range ber3b living_battlefield all_mp sniper,,,weap_ppsh_move_r,,75,,,,,,,,,,,left_shot,1,90,90,0.25,1,,
weap_ppsh_move_r,,SFX/Weapon/Rifle/M1_Carbine/Fire/ring/car_m_right.wav,,0.85,0.9,200,6000,3,oldest,,,decay,,curve5,,,,,1,1,,3d,,,,,see1 ber1 ber2 ber3 audio_test_tuey firing_range ber3b living_battlefield all_mp sniper,,,shell_eject_rifle,,100,,,,,,,,,,,right_shot,1,90,90,0.25,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#type100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
weap_type100_fire_plr,,SFX/Weapon/SMG/type100/Fire/wpn_type100_st_f.wav,,0.87,0.94,,,2,oldest,,,smg_1st,,curve3,,,,,0.98,1.04,,2d,,,,0.75,pel1 pel2 oki2 oki3 pel1a pel1b mak audio_test_tuey firing_range living_battlefield all_mp,,,weap_type100_fire_plr_act,,,wpn_all,,0.5,,,,,,,,,,90,90,0.25,1,,
weap_type100_fire_plr_act,,SFX/Weapon/SMG/type100/Fire/wpn_type100_st_act.wav,,0.95,1,,,3,oldest,,,smg_1st,,curve3,,,,,1,1,,2d,,,,0.75,pel1 pel2 oki2 oki3 pel1a pel1b mak audio_test_tuey firing_range living_battlefield all_mp,,,weap_type100_fire_sup,,,wpn_fnt,,,,,,,,,,,,90,90,0.25,1,,
weap_type100_fire_sup,,SFX/Weapon/SMG/type100/Fire/wpn_type100_st_sup.wav,,0.87,0.94,,,2,oldest,,,smg_1st,,curve3,,,,,0.98,1.04,,2d,,,,0.75,pel1 pel2 oki2 oki3 pel1a pel1b mak audio_test_tuey firing_range living_battlefield all_mp,,,weap_type100_move_l,,,wpn_all,,0.5,,,,,,,,,,90,90,0.25,1,,
weap_type100_fire,,SFX/Weapon/SMG/type100/Fire/wpn_type100_mn.wav,,0.7,0.8,250,2000,10,priority,2,oldest,smg_3rd,,curve2,,2000,,,0.95,1.05,pitch,3d,,,,0.7,pel1 pel2 oki2 oki3 pel1a pel1b mak audio_test_tuey firing_range living_battlefield all_mp,,,weap_type100_act,,,,,,,,,,,,,,,50,90,0.35,1,,
weap_type100_act,,SFX/Weapon/SMG/type100/Fire/wpn_type100_mn_act.wav,,0.9,1,100,600,10,priority,2,oldest,smg_3rd,,curve1,,1000,,,0.95,1.05,pitch,3d,,,,0.7,pel1 pel2 oki2 oki3 pel1a pel1b mak audio_test_tuey firing_range living_battlefield all_mp,,,weap_type100_fire_dist,,,,,,,,,,,,,,,70,20,0.35,1,,
weap_type100_fire_dist,,SFX/Weapon/dist/jap/dist_jap_smg.wav,,0.5,0.6,700,6000,10,priority,2,oldest,dist_wpn,rcurve3,curve2,0.8,12000,,rcurve3,0.85,1.05,variant pitch,3d,,,,0.7,pel1 pel2 oki2 oki3 pel1a pel1b mak audio_test_tuey firing_range living_battlefield all_mp,,,shell_eject_rifle,,,,,,,,,,,,no,,,70,20,0.35,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
weap_type100_move_l,,SFX/Weapon/Rifle/M1_Carbine/Fire/ring/car_m_left.wav,,0.657,0.7,200,6000,3,oldest,,,decay,,curve5,,,,,0.98,1.02,,3d,,,,,pel1 pel2 oki2 oki3 pel1a pel1b mak audio_test_tuey firing_range living_battlefield all_mp,,,weap_type100_move_r,,75,,,,,,,,,,,left_shot,1.5,90,90,0.25,1,,
weap_type100_move_r,,SFX/Weapon/Rifle/M1_Carbine/Fire/ring/car_m_right.wav,,0.657,0.7,200,6000,3,oldest,,,decay,,curve5,,,,,1,1,,3d,,,,,pel1 pel2 oki2 oki3 pel1a pel1b mak audio_test_tuey firing_range living_battlefield all_mp,,,shell_eject_rifle,,100,,,,,,,,,,,right_shot,1.5,90,90,0.25,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
weap_type100_fire_plr_act_sil,,SFX/Weapon/SMG/type100/Fire/wpn_type100_st_sup.wav,,0.95,1,,,3,oldest,,,smg_1st,,curve3,,,,,1,1,,2d,,,,0.75,pel1 pel2 oki2 oki3 pel1a pel1b mak audio_test_tuey firing_range living_battlefield all_mp,,,,,,wpn_fnt,,,,,,,,,,,,90,90,0.25,1,,
weap_type100_act_sil,,SFX/Weapon/SMG/type100/Fire/wpn_type100_m_sup.wav,,0.9,1,100,600,10,priority,2,oldest,smg_3rd,,curve1,,1000,,,0.95,1.05,pitch,3d,,,,0.7,pel1 pel2 oki2 oki3 pel1a pel1b mak audio_test_tuey firing_range living_battlefield all_mp,,,,,,,,,,,,,,,,,,70,20,0.35,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gr_type100_charge,,SFX/Weapon/SMG/type100/foley/type100_charge.wav,,0.75,0.8,50,300,,,,,reload,,curve3,,500,,curve4,0.95,1.05,,3d,,,,,pel1 pel2 oki2 oki3 pel1a pel1b mak audio_test_tuey firing_range living_battlefield all_mp,,,,,,,,,,,,,,,,,,40,60,0.55,1,,
gr_type100_mag_in,,SFX/Weapon/SMG/type100/foley/type100_mag_in.wav,,0.75,0.8,50,300,,,,,reload,,curve3,,500,,curve4,0.95,1.05,,3d,,,,,pel1 pel2 oki2 oki3 pel1a pel1b mak audio_test_tuey firing_range living_battlefield all_mp,,,,,,,,,,,,,,,,,,40,60,0.55,1,,
gr_type100_mag_out,,SFX/Weapon/SMG/type100/foley/type100_mag_out.wav,,0.75,0.8,50,300,,,,,reload,,curve3,,500,,curve4,0.95,1.05,,3d,,,,,pel1 pel2 oki2 oki3 pel1a pel1b mak audio_test_tuey firing_range living_battlefield all_mp,,,,,,,,,,,,,,,,,,40,60,0.55,1,,
gr_type100_tap,,SFX/Weapon/SMG/type100/foley/type100_tap.wav,,0.75,0.8,50,300,,,,,reload,,curve3,,500,,curve4,0.95,1.05,,3d,,,,,pel1 pel2 oki2 oki3 pel1a pel1b mak audio_test_tuey firing_range living_battlefield all_mp,,,,,,,,,,,,,,,,,,40,60,0.55,1,,
gr_type100_charge_plr,,SFX/Weapon/SMG/type100/foley/type100_charge.wav,,0.75,0.8,,,,,,,reload,,,,,,,0.95,1.05,,2d,,,,,pel1 pel2 oki2 oki3 pel1a pel1b mak audio_test_tuey firing_range living_battlefield all_mp,,,,,,,,0.5,,,,,,,,,,80,95,0.55,1,,
gr_type100_mag_in_plr,,SFX/Weapon/SMG/type100/foley/type100_mag_in.wav,,0.75,0.8,,,,,,,reload,,,,,,,0.95,1.05,,2d,,,,,pel1 pel2 oki2 oki3 pel1a pel1b mak audio_test_tuey firing_range living_battlefield all_mp,,,,,,,,0.5,,,,,,,,,,80,95,0.55,1,,
gr_type100_mag_out_plr,,SFX/Weapon/SMG/type100/foley/type100_mag_out.wav,,0.75,0.8,,,,,,,reload,,,,,,,0.95,1.05,,2d,,,,,pel1 pel2 oki2 oki3 pel1a pel1b mak audio_test_tuey firing_range living_battlefield all_mp,,,,,,,,0.5,,,,,,,,,,80,95,0.55,1,,
gr_type100_tap_plr,,SFX/Weapon/SMG/type100/foley/type100_tap.wav,,0.75,0.8,,,,,,,reload,,,,,,,0.95,1.05,,2d,,,,,pel1 pel2 oki2 oki3 pel1a pel1b mak audio_test_tuey firing_range living_battlefield all_mp,,,,,,,,0.5,,,,,,,,,,80,95,0.55,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#SMG Ringoffs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# weap_smg_ringoff_outdoor_st,,SFX/Weapon/SMG/SMG_Ringoff/wpn_smg_ringoff_st.wav,,0.87,0.94,,,,,,,decay,,curve3,,,,,0.9,1.1,,2d,,,,0.75,,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
# weap_smg_ringoff_outdoor_mn,,SFX/Weapon/SMG/SMG_Ringoff/wpn_smg_ringoff_mn.wav,,0.87,0.94,35,6000,,,,,decay,,curve3,,,,,0.9,1.1,,3d,,,,0.75,,,,,,,,,,,,,,,,,,,20,50,0.35,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Machine Guns,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Browning .30 Cal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
weap_30cal_fire_plr,,SFX/Weapon/mg/30cal/Fire/wpn_30cal_mn.wav,,0.7,0.74,,,2,oldest,,,full_vol,,curve3,,,,,0.9,1.1,,2d,,,,0.75,hol2 hol1 hol3 see2 see3 mak audio_test_tuey firing_range all_mp oki3 oki2 pel1b,,,weap_30cal_fire_plr_act,,,wpn_all,0.5,0.5,,,,,,,,,,90,90,0.25,1,,yes
weap_30cal_fire_plr_act,,SFX/Weapon/mg/30cal/Fire/wpn_30Cal_st_act.wav,,0.65,0.75,,,3,oldest,,,full_vol,,curve3,,,,,0.9,1.1,,2d,,,,0.75,hol2 hol1 hol3 see2 see3 mak audio_test_tuey firing_range all_mp oki3 oki2 pel1b,,,weap_30cal_move_l,,75,wpn_fnt,0.5,0.5,,,,,,,,,,90,90,0.25,1,,yes
weap_30cal_fire,,SFX/Weapon/mg/30cal/Fire/wpn_30cal_mn.wav,,0.9,1,250,2000,,,2,oldest,smg_3rd,,curve4,,2000,,,0.9,1.05,,3d,,,,0.7,hol2 hol1 hol3 see2 see3 mak audio_test_tuey firing_range all_mp oki3 oki2 pel1b,,,weap_30cal_fire_act,,,,,,,,,,,,,,,60,90,0.35,1,,yes
weap_30cal_fire_act,,SFX/Weapon/mg/30cal/Fire/wpn_30Cal_mn_act.wav,,0.9,1,100,600,,,2,oldest,smg_3rd,,curve4,,1000,,,0.9,1.05,,3d,,,,0.7,hol2 hol1 hol3 see2 see3 mak audio_test_tuey firing_range all_mp oki3 oki2 pel1b,,,weap_30cal_fire_dist,,,,,,,,,,,,,,,60,90,0.35,1,,yes
weap_30cal_fire_dist,,SFX/Weapon/dist/us/dist_us_mg.wav,,0.9,1,700,6000,10,priority,2,oldest,dist_hmg,rcurve3,curve3,0.8,12000,,rcurve3,0.85,1.05,variant pitch,3d,,,,0.7,hol2 hol1 hol3 see2 see3 mak audio_test_tuey firing_range all_mp oki3 oki2 pel1b,,,shell_eject_rifle,,,,,,,,,,,,no,,,70,20,0.35,1,,yes
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gr_30cal_start_plr,,SFX/Weapon/mg/30cal/foley/gr_30cal_start.wav,,0.75,0.8,,,,,,,reload,,,,,,,0.95,1.05,,2d,,,,,hol2 hol1 hol3 see2 see3 mak audio_test_tuey firing_range all_mp oki3 oki2 pel1b,,,,,,,,0.5,,,,,,,,,,80,95,0.55,1,,
gr_30cal_open_plr,,SFX/Weapon/mg/30cal/foley/gr_30cal_open.wav,,0.75,0.8,,,,,,,reload,,,,,,,0.95,1.05,,2d,,,,,hol2 hol1 hol3 see2 see3 mak audio_test_tuey firing_range all_mp oki3 oki2 pel1b,,,,,,,,0.5,,,,,,,,,,80,95,0.55,1,,
gr_30cal_grab_belt_plr,,SFX/Weapon/mg/30cal/foley/gr_30cal_grab_belt.wav,,0.75,0.8,,,,,,,reload,,,,,,,0.95,1.05,,2d,,,,,hol2 hol1 hol3 see2 see3 mak audio_test_tuey firing_range all_mp oki3 oki2 pel1b,,,,,,,,0.5,,,,,,,,,,80,95,0.55,1,,
gr_30cal_belt_remove_plr,,SFX/Weapon/mg/30cal/foley/gr_30cal_belt_remove.wav,,0.75,0.8,,,,,,,reload,,,,,,,0.95,1.05,,2d,,,,,hol2 hol1 hol3 see2 see3 mak audio_test_tuey firing_range all_mp oki3 oki2 pel1b,,,,,,,,0.5,,,,,,,,,,80,95,0.55,1,,
gr_30cal_belt_raise_plr,,SFX/Weapon/mg/30cal/foley/gr_30cal_belt_raise.wav,,0.75,0.8,,,,,,,reload,,,,,,,0.95,1.05,,2d,,,,,hol2 hol1 hol3 see2 see3 mak audio_test_tuey firing_range all_mp oki3 oki2 pel1b,,,,,,,,0.5,,,,,,,,,,80,95,0.55,1,,
gr_30cal_belt_contact_plr,,SFX/Weapon/mg/30cal/foley/gr_30cal_belt_contact.wav,,0.75,0.8,,,,,,,reload,,,,,,,0.95,1.05,,2d,,,,,hol2 hol1 hol3 see2 see3 mak audio_test_tuey firing_range all_mp oki3 oki2 pel1b,,,,,,,,0.5,,,,,,,,,,80,95,0.55,1,,
gr_30cal_belt_press_plr,,SFX/Weapon/mg/30cal/foley/gr_30cal_belt_press.wav,,0.75,0.8,,,,,,,reload,,,,,,,0.95,1.05,,2d,,,,,hol2 hol1 hol3 see2 see3 mak audio_test_tuey firing_range all_mp oki3 oki2 pel1b,,,,,,,,0.5,,,,,,,,,,80,95,0.55,1,,
gr_30cal_lid_bonk_plr,,SFX/Weapon/mg/30cal/foley/gr_30cal_lid_bonk.wav,,0.75,0.8,,,,,,,reload,,,,,,,0.95,1.05,,2d,,,,,hol2 hol1 hol3 see2 see3 mak audio_test_tuey firing_range all_mp oki3 oki2 pel1b,,,,,,,,0.5,,,,,,,,,,80,95,0.55,1,,
gr_30cal_close_plr,,SFX/Weapon/mg/30cal/foley/gr_30cal_close.wav,,0.75,0.8,,,,,,,reload,,,,,,,0.95,1.05,,2d,,,,,hol2 hol1 hol3 see2 see3 mak audio_test_tuey firing_range all_mp oki3 oki2 pel1b,,,,,,,,0.5,,,,,,,,,,80,95,0.55,1,,
gr_30cal_charge_plr,,SFX/Weapon/mg/30cal/foley/gr_30cal_charge.wav,,0.75,0.8,,,,,,,reload,,,,,,,0.95,1.05,,2d,,,,,hol2 hol1 hol3 see2 see3 mak audio_test_tuey firing_range all_mp oki3 oki2 pel1b,,,,,,,,0.5,,,,,,,,,,80,95,0.55,1,,
gr_30cal_charge_release_plr,,SFX/Weapon/rifle/Gewehr43/foley/gr_g43_slide_forward.wav,,0.75,0.8,,,,,,,reload,,,,,,,0.95,1.05,,2d,,,,,hol2 hol1 hol3 see2 see3 mak audio_test_tuey firing_range all_mp oki3 oki2 pel1b,,,,,,,,0.5,,,,,,,,,,80,95,0.55,1,,
gr_30cal_ammo_toss_plr,,SFX/Weapon/mg/30cal/foley/gr_30cal_belt_toss.wav,,0.75,0.8,,,,,,,reload,,,,,,,0.95,1.05,,2d,,,,,hol2 hol1 hol3 see2 see3 mak audio_test_tuey firing_range all_mp oki3 oki2 pel1b,,,,,,,,0.5,,,,,,,,,,80,95,0.55,1,,
gr_30cal_tap_plr,,SFX\Weapon\MG\dp28\foley\gr_dp28_tap.wav,,0.75,0.8,,,,,,,reload,,,,,,curve4,0.95,1.05,,2d,,,,,hol2 hol1 hol3 see2 see3 mak audio_test_tuey firing_range all_mp oki3 oki2 pel1b,,,,,,,,0.5,,,,,,,,,,80,95,0.55,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
weap_30cal_move_l,,SFX/Weapon/Rifle/M1_Carbine/Fire/ring/car_m_left.wav,,0.75,0.85,500,6000,3,oldest,,,decay,,curve3,,,,,0.98,1.02,,3d,,,,0.75,hol2 hol1 hol3 see2 see3 mak audio_test_tuey firing_range all_mp oki3 oki2 pel1b,,,weap_30cal_move_r,,100,,,,,,,,,,,left_shot,20,90,90,0.25,1,,yes
weap_30cal_move_r,,SFX/Weapon/Rifle/M1_Carbine/Fire/ring/car_m_right.wav,,0.65,0.95,500,6000,3,priority,,,decay,,curve3,,,,,1,1,,3d,,,,0.75,hol2 hol1 hol3 see2 see3 mak audio_test_tuey firing_range all_mp oki3 oki2 pel1b,,,shell_eject_rifle,,125,,,,,,,,,,,right_shot,20,90,90,0.25,1,,yes
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gr_30cal_3p_full,,SFX\Weapon\MG\30cal\Foley\GR_30cal.wav,,0.75,0.8,50,300,,,,,reload,,curve3,,500,,curve4,0.95,1.05,,3d,,,,,hol2 hol1 hol3 see2 see3 mak audio_test_tuey firing_range all_mp oki3 oki2 pel1b,,,,,,,,,,,,,,,,,,40,60,0.55,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Browning M2 .50 Cal (Ma Deuce),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
weap_50cal_fire_plr,,SFX/Weapon/MG/50cal/Fire/1pShot_##,,0.87,0.94,,,,,,,smg_1st,,curve3,,,,,0.9,1.1,,2d,,,,0.75,hol1 audio_test_tuey ,,,,,,,,,,,,,,,,,,90,90,0.25,1,,yes
weap_50cal_fire,,SFX/Weapon/mg/50cal/Fire/wpn_50cal_mn.wav,,0.75,0.8,35,3000,,,,,smg_3rd,,curve2,,,,,0.85,1,,3d,,,,0.7,hol1 audio_test_tuey ,,,weap_50cal_fire_act,,,,,,,,,,,,,,,90,90,0.25,1,,yes
weap_50cal_fire_act,,SFX/Weapon/mg/50cal/Fire/wpn_50Cal_mn_act.wav,,0.75,0.8,35,3000,,,,,smg_3rd,,curve2,,,,,0.85,1,,3d,,,,0.7,hol1 audio_test_tuey ,,,weap_50cal_fire_dist,,,,,,,,,,,,,,,90,90,0.25,1,,yes
weap_50cal_fire_dist,,SFX/Weapon/mg/50cal/Fire/wpn_50Cal_mn_dist.wav,,0.65,0.75,35,6000,,,,,dist_hmg,,curve4,,,,,0.8,1,variant,3d,,,,0.7,hol1 audio_test_tuey ,,,,,,,,,,,,,,,,,,90,50,0.35,1,,yes
#weap_50cal_reload,,SFX/Weapon/mg/50cal/Foley/GR_50cal.wav,,0.71,0.77,35,500,,,,,smg_3rd,,curve3,,,,,0.9,1.1,,2d,,,,0.7,hol1 audio_test_tuey ,,,,,,,,,,,,,,,,,,60,90,0.35,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#MG34 - NOT IN USE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#weap_mg34_fire_plr,,SFX/Weapon/mg/mg34/Fire/wpn_mg34_st_f.wav,,0.87,0.94,,,,,,,smg_1st,,curve3,,,,,0.9,1.1,,2d,,,,0.75,,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
#weap_mg34_fire,,SFX/Weapon/mg/mg34/Fire/wpn_mg34_mn.wav,,0.75,0.8,35,3000,,,,,smg_3rd,,curve2,,,,,0.85,1,,3d,,,,0.7,,,,weap_mg34_fire_dist,,,,,,,,,,,,,,,90,90,0.25,1,,
#weap_mg34_fire_dist,,SFX/null.wav,,0.65,0.75,35,6000,,,,,smg_3rd,,curve4,,,,,0.8,1,,3d,,,,0.7,,,,,,,,,,,,,,,,,,,70,20,0.35,1,,
#weap_mg34_reload,,SFX/Weapon/mg/mg34/Foley/GR_mg34.wav,,0.71,0.77,35,500,,,,,smg_3rd,,curve3,,,,,0.9,1.1,,2d,,,,0.7,,,,,,,,,,,,,,,,,,,60,90,0.35,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#MG34 Coaxial - NOT IN USE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#tank_mg34_loop,,SFX/Weapon/mg/mg34coax/Fire/wpn_mg34coax_mn_loop.wav,,0.9,0.9,35,8400,,,,,smg_3rd,,curve3,,,,,1,1,,3d,,,looping,0.7,,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
#tank_mg34_cooldown,,SFX/Weapon/mg/mg34coax/Fire/wpn_mg34coax_mn_lastshot.wav,,0.9,0.9,35,8400,,,,,smg_3rd,,curve3,,,,,1,1,,3d,,,,0.7,,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#MG42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#weap_mg42_loop,,SFX/Weapon/mg/mg42/Fire/wpn_mg42_mn_loop.wav,,0.9,0.9,35,3000,,,,,smg_3rd,,curve0,,,,,1,1,,3d,,,looping,0.7,see1 see2 see3 ber1 ber2 ber3 hol1 hol2 hol3 audio_test_tuey firing_range ber3b pby_fly all_mp,,,weap_mg42_loop_dist,,,,,,,,,,,,,,,80,90,0.25,1,,
#weap_mg42_loop_dist,,SFX/Weapon/mg/mg42/Fire/wpn_mg42_mn_loop_dist.wav,,0.9,0.9,35,8400,,,,,smg_3rd,,curve4,,,,,1,1,,3d,,,looping,0.7,see1 see2 see3 ber1 ber2 ber3 hol1 hol2 hol3 audio_test_tuey firing_range ber3b pby_fly all_mp,,,,,,,0.25,,,,,,,,,,,40,90,0.5,1,,
#weap_mg42_cooldown,,SFX/Weapon/mg/mg42/Fire/wpn_mg42_mn_lastshot.wav,,0.9,0.9,35,3000,2,priority,,,smg_3rd,,curve0,,,,,1,1,,3d,,,,0.7,see1 see2 see3 ber1 ber2 ber3 hol1 hol2 hol3 audio_test_tuey firing_range ber3b pby_fly all_mp,,,weap_mg42_cooldown_dist,,,,,,,,,,,,,,,80,90,0.25,1,,
#weap_mg42_cooldown_dist,,SFX/Weapon/mg/mg42/Fire/wpn_mg42_mn_lastshot_dist.wav,,0.9,0.9,35,8400,2,priority,,,dist_wpn,,curve4,,,,,1,1,,3d,,,,0.7,see1 see2 see3 ber1 ber2 ber3 hol1 hol2 hol3 audio_test_tuey firing_range ber3b pby_fly all_mp,,,,,,,0.25,,,,,,,,,,,70,20,0.5,1,,
#weap_mg42_loop_plr,,SFX/Weapon/mg/mg42/Fire/wpn_mg42_st_loop.wav,,0.9,0.9,35,3000,,,,,smg_1st,,curve3,,,,,1,1,,2d,,,looping,0.7,see1 see2 see3 ber1 ber2 ber3 hol1 hol2 hol3 audio_test_tuey firing_range ber3b pby_fly all_mp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
#weap_mg42_cooldown_plr,,SFX/Weapon/mg/mg42/Fire/wpn_mg42_st_lastshot.wav,,0.9,0.9,35,3000,2,priority,,,smg_1st,,curve3,,,,,1,1,,2d,,,,0.7,see1 see2 see3 ber1 ber2 ber3 hol1 hol2 hol3 audio_test_tuey firing_range ber3b pby_fly all_mp,,,,,,,,,,,,,,,,,,90,90,0.25,1,,
#MG42_portable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
weap_mg42bpod_fire_plr,,SFX\Weapon\MG\MG42_bpod\fire\wpn_mg42_fire_st_f.wav,,0.5,0.5,,,1,oldest,,,smg_1st,,,,,,,0.98,1.02,,2d,,,,0.75,see1 see2 see3 ber1 ber2 ber3 hol1 hol2 hol3 audio_test_tuey firing_range ber3b pby_fly all_mp sniper,,,weap_dp28_fire_plr_r,,,wpn_all,0.1,,,,,,,,,,,90,90,0.25,1,,yes
weap_mg42_fire,,SFX\Weapon\MG\MG42_bpod\fire\mg42_##,,0.5,0.6,250,3000,15,priority,10,oldest,hvy_wpn,,,,5000,,curve2,0.9,1.1,pitch,3d,,,,0.7,see1 see2 see3 ber1 ber2 ber3 hol1 hol2 hol3 audio_test_tuey firing_range ber3b pby_fly all_mp sniper,,,weap_mg42_fire_dist,,,,,,,,,0.25,,,,,,50,90,0.35,1,,yes
weap_mg42_fire_mn_act,,SFX/Weapon/Rifle/BAR/Fire/act_##,,0.8,0.9,100,1000,10,priority,2,oldest,rfl_3rd,,curve2,,1200,,,0.98,1.02,pitch,3d,,,,0.7,see1 audio_test_tuey firing_range living_battlefield all_mp sniper,,,,,,,,,,,,0.25,,,,,,50,90,0.35,1,,yes
weap_mg42_fire_dist,,SFX\Weapon\MG\MG42_bpod\fire\wpn_mg42_fire_mn_dist.wav,,0.7,0.85,1000,6000,10,priority,2,oldest,dist_hmg,rcurve3,curve2,0.8,12000,rcurve1,rcurve3,0.8,1.1,pitch,3d,,,,0.7,see1 see2 see3 ber1 ber2 ber3 hol1 hol2 hol3 audio_test_tuey firing_range ber3b pby_fly all_mp sniper,,,shell_eject_rifle,,,,,,,,,0.25,,,no,,,70,20,0.35,1,,yes
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
weap_mg42_move_plr_l,,SFX/Weapon/Rifle/M1_Carbine/Fire/ring/car_m_left.wav,,0.95,1,200,6000,3,oldest,,,decay,,curve5,,,,,0.98,1.02,,3d,,,,,all_sp all_mp,,,weap_mg42_move_plr_r,,75,,,,,,,,,,,left_shot,6,90,90,0.25,1,,yes
weap_mg42_move_plr_r,,SFX/Weapon/Rifle/M1_Carbine/Fire/ring/car_m_right.wav,,0.9,1,200,6000,3,oldest,,,decay,,curve5,,,,,1,1,,3d,,,,,all_sp all_mp,,,shell_eject_rifle,,100,,,,,,,,,,,right_shot,6,90,90,0.25,1,,yes
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
weap_mg42_fire_plr,,SFX/Weapon/rifle/bar/Fire/wpn_BAR_st_f.wav,,0.75,0.85,,,2,oldest,,,rfl_1st,,curve3,,,,,1,1,,2d,,,,0.75,see1 see2 see3 ber1 ber2 ber3 hol1 hol2 hol3 audio_test_tuey firing_range ber3b pby_fly all_mp sniper,,,weap_mg42_fire_act,,,wpn_all,,0.5,,,,,,,,,,90,90,0.25,1,,yes
weap_mg42_fire_act,,SFX/Weapon/rifle/bar/Fire/wpn_BAR_st_act.wav,,0.6,0.65,,,2,oldest,,,rfl_1st,,curve3,,,,,1,1,,2d,,,,0.75,see1 see2 see3 ber1 ber2 ber3 hol1 hol2 hol3 audio_test_tuey firing_range ber3b pby_fly all_mp sniper,,,weap_mg42_move_plr_l,,,wpn_fnt,,0.5,,,,,,,,,,90,90,0.25,1,,yes
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
